排名,代码,名称,综合评分,基本面,技术面,资金面,预测方向,目标价低,目标价高,风险等级
283,300041.SZ,回天新材,54.7,58.9,50.0,54.7,偏多震荡,11.99,13.07,中等风险
284,300054.SZ,鼎龙股份,54.7,61.1,45.2,57.8,偏多震荡,43.18,47.92,高风险
285,300575.SZ,中旗股份,54.7,34.0,82.0,49.6,看涨,6.43,7.12,中等风险
286,300289.SZ,利德曼,54.6,40.0,72.5,52.9,看涨,6.98,7.46,中等风险
287,300347.SZ,泰格医药,54.6,56.0,60.0,44.8,震荡整理,57.12,64.64,高风险
288,300592.SZ,华凯易佰,54.6,50.0,63.5,49.5,震荡整理,12.96,14.66,高风险
289,300898.SZ,熊猫乳品,54.6,55.5,57.0,49.7,震荡整理,25.88,28.18,中等风险
290,300627.SZ,华测导航,54.5,63.2,50.3,46.4,震荡整理,35.66,38.10,中等风险
291,300711.SZ,广哈通信,54.5,56.2,56.1,49.6,偏多震荡,26.49,29.43,高风险
292,300789.SZ,唐源电气,54.5,40.8,73.5,49.7,偏多震荡,22.79,24.16,中等风险
293,300921.SZ,南凌科技,54.5,56.6,57.6,46.7,震荡整理,27.07,33.05,高风险
294,300210.SZ,森远股份,54.4,51.8,58.4,53.0,偏多震荡,9.58,10.42,中等风险
295,300801.SZ,泰和科技,54.4,56.5,55.6,49.2,震荡整理,28.05,30.69,中等风险
296,300151.SZ,昌红科技,54.3,46.9,63.5,53.2,偏多震荡,16.76,17.69,高风险
297,300648.SZ,星云股份,54.3,46.0,70.2,45.2,偏多震荡,57.77,64.53,高风险
298,300984.SZ,金沃股份,54.3,55.8,56.0,49.7,震荡整理,69.61,76.49,中等风险
299,300413.SZ,芒果超媒,54.2,44.8,70.2,46.7,偏多震荡,25.37,27.77,高风险
300,300622.SZ,博士眼镜,54.2,59.8,50.0,51.0,震荡整理,29.38,31.48,中等风险
301,300130.SZ,新国都,54.1,60.8,50.0,49.3,震荡整理,25.91,27.81,中等风险
302,300577.SZ,开润股份,54.1,62.5,46.3,51.5,震荡整理,20.22,21.52,中等风险
303,300945.SZ,曼卡龙,54.1,65.0,47.7,45.6,震荡整理,16.32,20.48,高风险
304,300791.SZ,仙乐健康,54.1,54.4,54.2,53.3,震荡整理,20.94,22.40,中等风险
305,300888.SZ,稳健医疗,54.1,61.6,50.0,48.0,震荡整理,33.88,35.48,低风险
306,300943.SZ,春晖智控,54.1,50.6,59.9,51.5,偏多震荡,27.76,35.24,高风险
307,300511.SZ,雪榕生物,54.0,42.5,66.5,55.0,看涨,6.81,7.13,中等风险
308,300519.SZ,新光药业,54.0,55.0,56.3,49.2,震荡整理,15.82,17.04,中等风险
309,300422.SZ,博世科,54.0,33.1,81.5,48.8,偏多震荡,4.98,5.02,中等风险
310,300781.SZ,因赛集团,54.0,47.2,66.5,47.3,偏多震荡,41.17,51.61,高风险
311,300812.SZ,易天股份,54.0,57.7,47.3,57.6,震荡整理,38.55,44.97,高风险
312,300283.SZ,温州宏丰,53.9,55.0,61.8,40.9,震荡整理,7.76,8.46,中等风险
313,300442.SZ,润泽科技,53.9,68.8,42.8,45.5,震荡整理,70.06,82.94,高风险
314,300564.SZ,筑博设计,53.9,34.5,78.8,50.0,看涨,15.67,16.89,中等风险
315,300631.SZ,久吾高科,53.9,62.2,50.0,46.0,偏空震荡,27.83,30.23,中等风险
316,300641.SZ,正丹股份,53.9,68.2,40.1,50.4,偏空震荡,18.59,20.63,高风险
317,300317.SZ,珈伟新能,53.8,49.5,63.5,47.0,震荡整理,4.06,4.58,高风险
318,300351.SZ,永贵电器,53.8,46.8,61.2,54.7,偏多震荡,17.70,19.06,中等风险
319,300836.SZ,佰奥智能,53.8,62.0,47.7,49.4,偏多震荡,57.50,63.50,高风险
320,300445.SZ,康斯特,53.7,58.4,52.0,48.4,震荡整理,21.89,24.31,高风险
321,300467.SZ,迅游科技,53.7,47.9,63.5,49.2,偏多震荡,32.45,35.13,高风险
322,300420.SZ,五洋自控,53.7,59.6,50.0,49.3,偏多震荡,4.04,4.31,中等风险
323,300987.SZ,川网传媒,53.7,49.0,65.3,44.8,震荡整理,19.35,22.47,高风险
324,300680.SZ,隆盛科技,53.7,59.5,52.8,45.8,震荡整理,47.85,53.01,高风险
325,300893.SZ,松原安全,53.7,67.0,41.6,49.5,震荡整理,22.36,24.52,中等风险
326,300259.SZ,新天科技,53.6,65.0,43.9,48.9,震荡整理,4.52,4.84,中等风险
327,300279.SZ,和晶科技,53.6,51.5,63.5,43.0,震荡整理,8.62,9.54,高风险
328,300418.SZ,昆仑万维,53.6,44.6,57.9,62.1,看涨,56.56,61.98,高风险
329,300528.SZ,幸福蓝海,53.6,44.5,70.2,45.0,偏多震荡,21.65,27.53,高风险
330,300456.SZ,赛微电子,53.6,69.8,41.9,44.0,偏空震荡,48.16,55.64,高风险
331,300639.SZ,凯普生物,53.6,47.0,64.9,48.2,偏多震荡,6.83,7.98,高风险
332,300690.SZ,双一科技,53.6,69.5,41.6,45.0,偏空震荡,30.22,32.18,中等风险
333,300776.SZ,帝尔激光,53.6,62.2,49.7,45.2,震荡整理,81.16,96.60,高风险
334,300990.SZ,同飞股份,53.6,67.8,41.0,48.6,震荡整理,81.36,92.04,高风险
335,300291.SZ,百纳千成,53.5,36.5,71.9,55.1,看涨,8.10,9.89,高风险
336,300505.SZ,川金诺,53.5,71.5,32.9,53.4,震荡整理,25.99,28.73,高风险
337,300417.SZ,南华仪器,53.5,39.5,73.6,47.8,偏多震荡,14.22,14.09,中等风险
338,300557.SZ,理工光科,53.5,52.8,55.6,51.5,偏多震荡,34.09,36.75,中等风险
339,300679.SZ,电连技术,53.5,54.5,56.0,48.6,震荡整理,40.06,43.14,中等风险
340,300689.SZ,澄天伟业,53.5,62.7,46.6,48.3,偏空震荡,43.23,54.17,高风险
341,300969.SZ,恒帅股份,53.5,47.9,66.5,44.4,震荡整理,133.16,157.04,高风险
342,300370.SZ,安控科技,53.4,31.0,83.8,46.6,偏多震荡,2.78,2.93,中等风险
343,300245.SZ,天玑科技,53.4,44.5,66.5,49.2,偏多震荡,12.99,13.26,中等风险
344,300657.SZ,弘信电子,53.4,48.6,60.7,50.7,偏多震荡,31.13,34.57,高风险
345,300584.SZ,海辰药业,53.4,52.4,60.1,45.6,震荡整理,41.79,45.43,中等风险
346,300993.SZ,玉马科技,53.4,55.5,56.0,46.3,震荡整理,14.00,14.80,中等风险
347,300046.SZ,台基股份,53.3,65.0,44.4,47.2,偏空震荡,34.06,36.84,中等风险
348,300137.SZ,先河环保,53.3,54.9,49.7,55.8,偏多震荡,9.89,10.93,高风险
349,300615.SZ,欣天科技,53.3,56.8,51.9,49.7,震荡整理,13.89,14.87,中等风险
350,300964.SZ,本川智能,53.3,55.2,50.0,54.9,震荡整理,56.24,61.36,中等风险
351,300238.SZ,冠昊生物,53.2,49.1,59.4,51.2,偏多震荡,15.41,16.52,中等风险
352,300096.SZ,ST易联众,53.2,57.2,54.2,45.6,偏多震荡,7.32,8.20,高风险
353,300596.SZ,利安隆,53.2,57.6,50.0,50.5,震荡整理,45.08,49.00,中等风险
354,300498.SZ,温氏股份,53.2,59.2,51.4,46.0,震荡整理,15.02,15.78,中等风险
355,300674.SZ,宇信科技,53.2,51.0,55.6,53.2,震荡整理,22.17,23.71,中等风险
356,300032.SZ,金龙机电,53.1,56.2,50.0,52.3,偏多震荡,5.27,5.67,中等风险
357,300173.SZ,ST福能,53.1,34.2,75.3,52.4,震荡整理,4.53,4.87,中等风险
358,300200.SZ,高盟新材,53.1,52.4,59.5,45.3,震荡整理,11.34,12.50,高风险
359,300224.SZ,正海磁材,53.1,56.0,53.9,47.3,震荡整理,16.48,18.58,高风险
360,300890.SZ,翔丰华,53.1,41.5,65.3,54.4,偏多震荡,30.51,32.49,中等风险
361,300805.SZ,电声股份,53.1,63.2,47.2,45.3,震荡整理,12.31,14.97,高风险
362,300092.SZ,科新机电,53.0,43.0,65.8,51.1,偏多震荡,15.27,16.48,中等风险
363,300230.SZ,永利股份,53.0,59.4,48.1,49.7,偏多震荡,4.98,5.22,低风险
364,300315.SZ,掌趣科技,53.0,38.8,73.6,47.0,偏多震荡,5.69,6.41,高风险
365,300468.SZ,四方精创,53.0,46.6,66.9,43.7,看跌,31.60,33.51,中等风险
366,300539.SZ,横河精密,53.0,59.6,52.8,42.6,偏空震荡,31.38,34.20,中等风险
367,300659.SZ,中孚信息,53.0,43.5,61.3,56.4,偏多震荡,15.80,17.00,中等风险
368,300588.SZ,熙菱信息,53.0,40.9,69.0,49.9,震荡整理,24.10,27.74,高风险
369,300816.SZ,艾可蓝,53.0,56.9,53.4,46.1,震荡整理,57.04,66.46,高风险
370,300055.SZ,万邦达,52.9,53.4,53.9,50.8,震荡整理,8.09,8.91,高风险
371,300625.SZ,三雄极光,52.9,32.0,75.9,54.3,看涨,12.59,13.17,中等风险
372,300658.SZ,延江股份,52.9,54.5,47.7,57.6,偏多震荡,15.29,19.83,高风险
373,300554.SZ,三超新材,52.9,45.0,66.5,46.4,震荡整理,24.08,26.54,高风险
374,300813.SZ,泰林生物,52.9,48.9,60.9,48.2,震荡整理,24.67,26.91,中等风险
375,300833.SZ,浩洋股份,52.9,54.8,48.1,56.7,偏多震荡,40.06,44.10,中等风险
376,300862.SZ,蓝盾光电,52.9,32.5,82.0,44.7,震荡整理,22.56,24.32,中等风险
377,300123.SZ,亚光科技,52.8,30.4,80.0,50.7,偏多震荡,7.03,7.68,中等风险
378,300189.SZ,神农种业,52.8,56.6,54.2,44.7,震荡整理,6.57,7.95,高风险
379,300199.SZ,翰宇药业,52.8,57.2,56.0,41.2,震荡整理,17.64,18.96,中等风险
380,300346.SZ,南大光电,52.8,55.9,55.6,43.8,震荡整理,51.34,56.46,中等风险
381,300486.SZ,东杰智能,52.8,55.6,53.4,47.6,震荡整理,22.78,26.30,高风险
382,300489.SZ,光智科技,52.8,43.8,59.4,58.0,震荡整理,41.57,44.47,中等风险
383,300534.SZ,陇神戎发,52.8,44.6,60.0,55.7,看涨,9.80,10.65,高风险
384,300881.SZ,盛德鑫泰,52.8,52.6,57.9,46.1,偏多震荡,43.08,48.72,高风险
385,300181.SZ,佐力药业,52.7,67.3,42.7,43.4,偏空震荡,16.10,17.08,中等风险
386,300383.SZ,光环新网,52.7,41.6,59.8,60.4,偏多震荡,16.83,16.69,高风险
387,300299.SZ,富春股份,52.6,45.5,64.6,47.0,震荡整理,6.93,7.75,高风险
388,300569.SZ,天能重工,52.6,60.8,47.7,46.5,偏空震荡,5.88,6.30,中等风险
389,300647.SZ,超频三,52.6,41.6,65.0,52.7,偏多震荡,6.83,7.34,中等风险
390,300871.SZ,回盛生物,52.6,70.8,36.3,46.5,偏空震荡,25.13,28.49,高风险
391,300882.SZ,万胜智能,52.6,62.8,47.1,43.8,偏空震荡,21.52,22.89,中等风险
392,300920.SZ,润阳科技,52.6,57.0,52.2,46.2,震荡整理,38.74,42.10,中等风险
393,300074.SZ,华平股份,52.5,44.8,65.3,46.9,震荡整理,4.77,5.13,中等风险
394,300784.SZ,利安科技,52.5,53.4,52.7,50.8,偏多震荡,52.85,59.31,高风险
395,300037.SZ,新宙邦,52.4,55.0,56.8,41.9,震荡整理,53.57,59.91,高风险
396,300172.SZ,中电环保,52.4,51.9,55.6,48.7,偏多震荡,5.51,5.83,中等风险
397,300203.SZ,聚光科技,52.4,28.8,82.0,48.6,震荡整理,15.39,16.57,中等风险
398,300265.SZ,通光线缆,52.4,44.2,66.9,45.3,震荡整理,14.56,17.54,高风险
399,300746.SZ,汉嘉数智,52.4,54.4,50.0,52.6,看涨,13.49,14.36,中等风险
400,300810.SZ,中科海讯,52.4,40.5,63.5,56.0,偏多震荡,41.96,44.39,高风险
401,300845.SZ,捷安高科,52.4,46.8,61.2,49.1,偏多震荡,12.05,12.91,中等风险
402,300239.SZ,东宝生物,52.3,46.8,58.4,52.6,偏多震荡,6.04,6.50,中等风险
403,300461.SZ,田中精机,52.3,52.7,53.0,50.6,偏多震荡,48.47,60.93,高风险
404,300685.SZ,艾德生物,52.3,61.6,42.5,51.3,偏空震荡,20.19,21.27,中等风险
405,300692.SZ,中赋科技,52.3,51.4,55.6,49.3,震荡整理,8.24,8.80,中等风险
406,300452.SZ,山河药辅,52.2,59.0,51.1,42.7,震荡整理,14.91,16.33,中等风险
407,300710.SZ,万隆光电,52.2,39.0,70.2,48.0,偏多震荡,30.66,33.45,高风险
408,300016.SZ,北陆药业,52.1,60.6,46.9,45.7,震荡整理,9.40,10.62,高风险
409,300192.SZ,科德教育,52.1,54.8,50.0,50.6,偏多震荡,19.80,21.40,中等风险
410,300248.SZ,新开普,52.1,36.9,74.0,45.8,偏多震荡,12.91,13.99,中等风险
411,300566.SZ,激智科技,52.1,51.2,57.5,46.1,震荡整理,19.86,21.22,中等风险
412,300696.SZ,爱乐达,52.1,62.8,42.7,48.2,震荡整理,30.43,35.17,高风险
413,300748.SZ,金力永磁,52.1,59.0,49.6,44.7,震荡整理,34.50,40.06,高风险
414,300143.SZ,盈康生命,52.0,55.9,50.0,48.6,震荡整理,11.02,11.66,中等风险
415,300481.SZ,濮阳惠成,52.0,53.4,50.0,52.5,偏多震荡,16.77,18.20,中等风险
416,300688.SZ,创业黑马,52.0,40.1,68.0,48.8,偏多震荡,30.65,32.72,高风险
417,300672.SZ,国科微,52.0,37.6,70.2,49.6,偏多震荡,132.18,152.12,高风险
418,300001.SZ,特锐德,51.9,63.0,41.6,48.4,震荡整理,26.22,28.18,中等风险
419,300067.SZ,安诺其,51.9,41.8,70.2,42.6,震荡整理,5.05,5.87,高风险
420,300167.SZ,ST迪威迅,51.9,52.9,53.7,47.8,偏空震荡,4.75,5.27,高风险
421,300460.SZ,ST惠伦,51.9,36.9,70.2,50.4,偏多震荡,8.76,8.87,中等风险
422,300610.SZ,晨化股份,51.9,49.5,57.5,48.1,偏多震荡,12.03,12.71,中等风险
423,300883.SZ,龙利得,51.9,47.2,61.2,46.4,震荡整理,6.76,7.16,中等风险
424,300916.SZ,朗特智能,51.9,56.4,50.0,47.2,偏空震荡,31.03,33.09,中等风险
425,300129.SZ,泰胜风能,51.8,59.8,44.1,49.6,震荡整理,12.72,14.22,高风险
426,300535.SZ,达威股份,51.8,50.3,53.7,51.7,偏多震荡,21.31,21.95,中等风险
427,300558.SZ,贝达药业,51.8,48.4,57.5,49.1,震荡整理,44.33,47.39,中等风险
428,300049.SZ,福瑞医科,51.7,55.4,50.0,48.3,偏空震荡,63.75,69.09,中等风险
429,300082.SZ,奥克股份,51.7,47.5,59.4,47.7,偏多震荡,9.55,10.45,中等风险
430,300349.SZ,金卡智能,51.7,51.0,53.0,51.1,偏多震荡,16.90,18.70,高风险
431,300369.SZ,绿盟科技,51.7,45.6,53.9,58.2,偏多震荡,10.13,11.59,高风险
432,300404.SZ,博济医药,51.7,45.5,58.4,52.2,震荡整理,10.21,10.91,中等风险
433,300567.SZ,精测电子,51.7,54.2,43.8,58.9,偏多震荡,130.15,152.11,高风险
434,300606.SZ,金太阳,51.7,57.2,48.9,47.0,震荡整理,30.35,36.01,高风险
435,300835.SZ,龙磁科技,51.7,55.6,53.0,43.7,震荡整理,78.55,92.39,高风险
436,300763.SZ,锦浪科技,51.7,58.1,48.9,45.4,偏空震荡,71.21,81.11,高风险
437,300819.SZ,聚杰微纤,51.7,51.5,48.3,56.8,偏多震荡,45.96,55.04,高风险
438,300959.SZ,线上线下,51.7,41.2,69.4,43.9,震荡整理,86.47,96.33,高风险
439,300106.SZ,西部牧业,51.6,40.8,64.1,51.2,偏多震荡,11.03,11.79,中等风险
440,300165.SZ,ST天瑞,51.6,43.8,60.0,52.5,偏多震荡,5.58,5.96,中等风险
441,300263.SZ,隆华科技,51.6,56.8,50.0,45.5,震荡整理,10.67,12.33,高风险
442,300405.SZ,科隆股份,51.6,31.0,75.3,51.3,看涨,6.88,7.21,中等风险
443,300760.SZ,迈瑞医疗,51.6,55.0,51.4,46.5,震荡整理,181.76,189.78,低风险
444,300876.SZ,蒙泰高新,51.6,41.2,66.9,46.7,偏空震荡,29.29,31.49,中等风险
445,300986.SZ,志特新材,51.6,58.2,48.6,45.1,震荡整理,25.18,36.30,高风险
446,300015.SZ,爱尔眼科,51.5,55.4,50.0,47.2,偏空震荡,9.96,10.70,中等风险
447,300179.SZ,四方达,51.5,44.2,63.5,46.5,震荡整理,17.88,22.22,高风险
448,300453.SZ,三鑫医疗,51.5,62.4,43.9,44.7,偏空震荡,9.03,9.53,中等风险
449,300676.SZ,华大基因,51.5,44.9,55.6,56.5,偏多震荡,47.19,50.95,中等风险
450,300896.SZ,爱美客,51.5,55.0,51.1,46.5,震荡整理,139.57,150.91,中等风险
451,300022.SZ,吉峰科技,51.4,48.5,58.4,46.4,偏空震荡,7.88,8.40,中等风险
452,300380.SZ,安硕信息,51.4,52.8,50.0,51.1,震荡整理,39.58,42.26,中等风险
453,300406.SZ,九强生物,51.4,53.2,50.0,50.5,偏空震荡,12.63,13.29,中等风险
454,300612.SZ,宣亚国际,51.4,40.9,66.0,47.8,偏多震荡,16.45,20.17,高风险
455,300042.SZ,朗科科技,51.3,54.0,49.7,49.4,震荡整理,32.39,37.99,高风险
456,300094.SZ,国联水产,51.3,35.0,70.2,51.1,偏多震荡,3.75,4.03,高风险
457,300102.SZ,乾照光电,51.3,59.5,46.6,44.6,偏空震荡,32.19,39.97,高风险
458,300308.SZ,中际旭创,51.3,76.2,27.2,45.3,看跌,525.13,558.52,高风险
459,300364.SZ,中文在线,51.3,35.6,72.7,46.6,偏多震荡,34.02,39.68,高风险
460,300637.SZ,扬帆新材,51.3,56.8,47.1,48.4,震荡整理,12.19,13.11,中等风险
461,300975.SZ,商络电子,51.3,62.5,43.8,43.7,偏空震荡,13.90,16.26,高风险
462,300075.SZ,数字政通,51.2,36.5,65.3,54.9,偏多震荡,14.91,16.02,中等风险
463,300908.SZ,仲景食品,51.2,57.8,44.4,50.2,震荡整理,27.34,28.80,中等风险
464,300707.SZ,威唐工业,51.2,50.1,49.6,55.2,偏多震荡,18.57,21.37,高风险
465,300014.SZ,亿纬锂能,51.1,55.6,41.6,57.2,震荡整理,60.84,66.72,中等风险
466,300031.SZ,宝通科技,51.1,52.9,50.0,49.6,震荡整理,22.30,23.90,中等风险
467,300232.SZ,洲明科技,51.1,48.2,53.9,52.0,偏多震荡,7.61,8.39,高风险
468,300449.SZ,汉邦高科,51.1,42.0,55.9,58.8,偏多震荡,8.90,8.30,中等风险
469,300414.SZ,中光防雷,51.1,62.0,42.1,46.4,偏空震荡,14.64,15.88,中等风险
470,300427.SZ,红相股份,51.1,55.0,48.9,47.8,震荡整理,12.55,14.95,高风险
471,300653.SZ,正海生物,51.1,50.6,52.2,50.5,震荡整理,20.05,20.91,低风险
472,300858.SZ,科拓生物,51.1,56.9,48.1,46.1,偏空震荡,17.27,18.57,中等风险
473,300246.SZ,宝莱特,51.0,44.5,57.9,51.7,偏多震荡,12.42,14.04,高风险
474,300559.SZ,佳发教育,51.0,46.2,55.6,52.2,震荡整理,11.91,12.87,中等风险
475,300682.SZ,朗新科技,51.0,49.9,52.3,50.9,偏多震荡,16.39,18.59,高风险
476,300831.SZ,派瑞股份,51.0,43.2,55.9,56.8,偏多震荡,14.17,15.51,中等风险
477,300939.SZ,秋田微,51.0,53.4,50.0,48.4,震荡整理,34.35,37.09,中等风险
478,300272.SZ,开能健康,50.9,54.6,44.0,54.6,偏多震荡,7.33,7.79,中等风险
479,300157.SZ,新锦动力,50.9,56.8,46.8,47.3,震荡整理,5.05,6.21,高风险
480,300506.SZ,ST名家汇,50.9,31.8,70.2,54.3,看涨,4.81,5.28,高风险
481,300619.SZ,金银河,50.9,56.5,50.0,43.0,震荡整理,43.05,50.89,高风险
482,300576.SZ,容大感光,50.9,53.4,50.0,48.0,震荡整理,39.25,42.31,中等风险
483,300611.SZ,美力科技,50.9,63.9,36.9,49.5,偏空震荡,27.04,29.34,中等风险
484,300777.SZ,中简科技,50.9,65.2,38.5,45.4,偏空震荡,41.63,43.09,高风险
485,300998.SZ,宁波方正,50.9,48.7,57.5,45.3,震荡整理,23.77,25.59,中等风险
486,300058.SZ,蓝色光标,50.8,54.5,47.7,49.1,震荡整理,16.67,21.33,高风险
487,300234.SZ,开尔新材,50.8,42.2,57.5,55.1,偏多震荡,5.92,6.42,中等风险
488,300267.SZ,尔康制药,50.8,59.6,42.1,48.7,偏空震荡,3.64,3.82,中等风险
489,300492.SZ,华图山鼎,50.8,67.7,38.8,40.6,偏空震荡,73.00,77.16,高风险
490,300497.SZ,富祥药业,50.8,36.6,61.2,58.8,偏多震荡,15.90,16.24,中等风险
491,300565.SZ,科信技术,50.8,39.0,66.5,47.8,偏多震荡,12.48,13.52,中等风险
492,300686.SZ,智动力,50.8,39.9,65.0,48.5,震荡整理,14.63,16.07,中等风险
493,300846.SZ,首都在线,50.8,39.9,55.9,61.2,偏多震荡,33.11,30.59,高风险
494,300900.SZ,广联航空,50.8,44.4,63.3,43.4,震荡整理,30.28,39.12,高风险
495,300999.SZ,金龙鱼,50.8,62.0,42.1,45.2,震荡整理,28.63,30.09,中等风险
496,300101.SZ,振芯科技,50.7,54.9,45.5,51.2,偏空震荡,25.20,28.64,高风险
497,300191.SZ,潜能恒信,50.7,45.6,58.2,48.5,偏多震荡,25.44,32.74,高风险
498,300463.SZ,迈克生物,50.7,45.2,61.8,44.0,震荡整理,11.28,12.10,中等风险
499,300561.SZ,*ST汇科,50.7,52.8,50.9,47.0,震荡整理,10.16,13.56,高风险
500,300851.SZ,交大思诺,50.7,52.1,51.1,47.8,震荡整理,30.67,32.43,中等风险
501,300808.SZ,久量股份,50.7,39.0,60.7,55.3,偏多震荡,32.07,35.44,高风险
502,300277.SZ,海联讯,50.6,46.0,59.8,45.1,震荡整理,17.83,21.93,高风险
503,300081.SZ,恒信东方,50.6,35.8,70.8,45.9,偏多震荡,5.46,6.02,高风险
504,300594.SZ,朗进科技,50.6,43.9,55.1,55.2,偏多震荡,25.57,30.01,高风险
505,300590.SZ,移为通信,50.5,43.0,57.9,52.2,震荡整理,12.40,13.16,中等风险
506,300928.SZ,华安鑫创,50.5,39.4,65.0,48.0,偏多震荡,32.58,34.72,中等风险
507,300479.SZ,神思电子,50.4,42.4,61.2,48.0,震荡整理,20.89,22.89,中等风险
508,300426.SZ,华智数媒,50.4,36.8,70.2,44.6,偏多震荡,8.43,9.73,高风险
509,300661.SZ,圣邦股份,50.4,58.1,38.4,55.0,震荡整理,66.43,74.39,高风险
510,300683.SZ,海特生物,50.4,39.9,65.0,46.6,震荡整理,29.81,34.11,高风险
511,300644.SZ,南京聚隆,50.4,63.9,35.0,50.3,偏空震荡,32.99,35.75,中等风险
512,300994.SZ,久祺股份,50.4,68.8,33.1,45.1,偏空震荡,16.39,16.88,中等风险
513,300352.SZ,北信源,50.3,35.2,60.7,59.8,偏多震荡,6.80,7.02,高风险
514,300675.SZ,建科院,50.2,28.2,75.9,49.4,偏多震荡,15.99,17.05,中等风险
515,300919.SZ,中伟新材,50.2,50.6,45.2,56.7,偏多震荡,51.17,58.45,高风险
516,300390.SZ,天华新能,50.1,47.2,57.6,44.2,偏空震荡,44.70,52.02,高风险
517,300783.SZ,三只松鼠,50.1,49.2,54.2,45.8,震荡整理,21.40,23.14,中等风险
518,300828.SZ,锐新科技,50.1,47.2,48.8,56.5,震荡整理,24.38,28.60,高风险
519,300375.SZ,鹏翎股份,50.0,46.4,55.0,48.8,震荡整理,5.57,6.15,高风险
520,300507.SZ,苏奥传感,50.0,48.8,51.9,49.1,震荡整理,9.39,10.09,中等风险
521,300469.SZ,信息发展,50.0,33.4,63.5,57.5,偏多震荡,67.54,70.21,高风险
522,300691.SZ,联合光电,50.0,38.5,63.5,49.4,震荡整理,17.25,18.31,中等风险
523,300853.SZ,申昊科技,50.0,42.6,57.5,51.3,偏多震荡,21.79,23.37,中等风险
524,300121.SZ,阳谷华泰,49.9,57.9,42.1,47.9,偏空震荡,12.74,13.41,中等风险
525,300217.SZ,东方电热,49.9,44.8,59.0,45.3,偏空震荡,5.68,6.34,高风险
526,300538.SZ,同益股份,49.9,48.1,50.7,51.6,震荡整理,16.08,17.16,中等风险
527,300185.SZ,通裕重工,49.8,56.5,45.5,45.2,偏空震荡,2.86,3.06,中等风险
528,300857.SZ,协创数据,49.8,56.6,46.6,43.4,偏空震荡,228.80,266.94,高风险
529,300020.SZ,ST银江,49.7,33.8,70.2,46.3,偏多震荡,4.26,4.62,中等风险
530,300136.SZ,信维通信,49.7,50.6,48.9,49.5,震荡整理,66.12,80.28,高风险
531,300256.SZ,星星科技,49.7,49.8,50.0,49.3,偏空震荡,3.83,3.97,低风险
532,300387.SZ,富邦科技,49.7,56.4,38.5,54.6,震荡整理,8.80,9.48,中等风险
533,300825.SZ,阿尔特,49.7,42.9,57.5,49.7,震荡整理,10.05,10.89,中等风险
534,300057.SZ,万顺新材,49.6,36.5,65.8,48.0,偏多震荡,5.50,6.06,中等风险
535,300115.SZ,长盈精密,49.6,42.5,60.0,46.6,震荡整理,38.15,42.29,高风险
536,300490.SZ,华自科技,49.6,37.0,63.5,50.3,偏多震荡,15.47,18.35,高风险
537,300785.SZ,值得买,49.6,53.5,48.9,44.3,偏空震荡,52.69,69.15,高风险
538,300749.SZ,顶固集创,49.6,47.8,55.9,43.7,震荡整理,25.92,31.40,高风险
539,300012.SZ,华测检测,49.5,59.2,32.6,57.7,偏多震荡,15.27,16.49,中等风险
540,300729.SZ,乐歌股份,49.5,51.1,44.4,53.9,震荡整理,13.66,14.22,低风险
541,300579.SZ,数字认证,49.5,28.9,70.2,53.4,偏多震荡,32.06,34.62,中等风险
542,300433.SZ,蓝思科技,49.5,55.2,44.4,47.6,震荡整理,32.73,35.85,中等风险
543,300664.SZ,鹏鹞环保,49.5,57.1,42.5,47.0,偏空震荡,5.45,5.71,低风险
544,300446.SZ,航天智造,49.5,61.5,38.8,45.2,偏空震荡,23.11,23.74,中等风险
545,300889.SZ,爱克股份,49.5,45.1,55.9,47.6,震荡整理,24.59,26.87,中等风险
546,300887.SZ,谱尼测试,49.4,40.6,53.4,58.0,偏多震荡,11.67,12.96,中等风险
547,300365.SZ,恒华科技,49.4,50.8,44.0,54.6,偏空震荡,6.07,6.53,中等风险
548,300701.SZ,森霸传感,49.4,59.5,39.9,46.5,看跌,12.39,12.94,中等风险
549,300603.SZ,立昂技术,49.4,38.5,63.5,47.2,震荡整理,10.36,11.44,高风险
550,300673.SZ,佩蒂股份,49.4,47.8,50.0,51.3,震荡整理,16.81,17.85,中等风险
551,300454.SZ,深信服,49.4,53.2,37.0,60.5,震荡整理,134.13,158.89,高风险
552,300797.SZ,钢研纳克,49.4,55.5,44.4,46.5,震荡整理,17.09,18.37,中等风险
553,300917.SZ,特发服务,49.4,54.0,47.2,45.0,偏空震荡,37.90,40.85,高风险
554,300448.SZ,浩云科技,49.3,35.5,65.0,49.3,偏多震荡,9.25,10.41,高风险
555,300671.SZ,富满微,49.3,42.8,57.9,47.5,震荡整理,43.62,54.68,高风险
556,300205.SZ,*ST天喻,49.2,34.1,60.7,57.2,偏多震荡,4.53,4.91,高风险
557,300221.SZ,银禧科技,49.2,67.0,32.6,44.0,偏空震荡,10.65,11.54,高风险
558,300925.SZ,法本信息,49.2,48.4,50.0,49.3,震荡整理,20.93,22.93,中等风险
559,300073.SZ,当升科技,49.1,58.4,29.4,62.0,震荡整理,54.43,58.89,中等风险
560,300085.SZ,银之杰,49.1,39.1,62.9,45.7,震荡整理,36.42,39.54,中等风险
561,300107.SZ,建新股份,49.1,42.2,53.0,54.7,震荡整理,8.60,9.82,高风险
562,300228.SZ,富瑞特装,49.1,60.8,41.3,41.4,偏空震荡,9.75,10.45,高风险
